Scientific Name,Common Name,CurrentDistribution,Family,Species Group,Federal Listing Status,Regions ofOccurrence,Vertebrate/Invertebrate/Plant,5 in Regions ofOccurrence,AL in CurrentDistribution,AK in CurrentDistribution,AZ in CurrentDistribution,AR in CurrentDistribution,CA in CurrentDistribution,CO in CurrentDistribution,CT in CurrentDistribution,DE in CurrentDistribution,FL in CurrentDistribution,GA in CurrentDistribution,HI in CurrentDistribution,ID in CurrentDistribution,IL in CurrentDistribution,IN in CurrentDistribution,IA in CurrentDistribution,KS in CurrentDistribution,KY in CurrentDistribution,LA in CurrentDistribution,ME in CurrentDistribution,MD in CurrentDistribution,MA in CurrentDistribution,MI in CurrentDistribution,MN in CurrentDistribution,MS in CurrentDistribution,MO in CurrentDistribution,MT in CurrentDistribution,NE in CurrentDistribution,NV in CurrentDistribution,NH in CurrentDistribution,NJ in CurrentDistribution,NM in CurrentDistribution,NY in CurrentDistribution,NC in CurrentDistribution,ND in CurrentDistribution,OH in CurrentDistribution,OK in CurrentDistribution,OR in CurrentDistribution,PA in CurrentDistribution,RI in CurrentDistribution,SC in CurrentDistribution,SD in CurrentDistribution,TN in CurrentDistribution,TX in CurrentDistribution,UT in CurrentDistribution,VT in CurrentDistribution,VA in CurrentDistribution,WA in CurrentDistribution,WV in CurrentDistribution,WI in CurrentDistribution,WY in CurrentDistribution
Micromus cookeorum,Cookes' brown lacewing,HI;,Hemerobiidae,Insects,Not Listed,1,I,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Micromus haleakalae,Haleakala micromus brown lacewing,HI;,Hemerobiidae,Insects,Not Listed,1,I,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Micromus lobipennis,Lobe-wing brown lacewing,HI;,Hemerobiidae,Insects,Not Listed,1,I,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nothochrysa californica,San Francisco lacewing,CA;,Chrysopidae,Insects,Not Listed,8,I,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Micromus swezeyi,Swezey's brown lacewing,HI;,Hemerobiidae,Insects,Not Listed,1,I,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pseudopsectra usingeri,Usinger's brown lacewing,HI;,Hemerobiidae,Insects,Not Listed,1,I,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mesadenus polyanthus,[Unnamed] ladies'-tresses,FL;,Orchidaceae,Flowering Plants,Not Listed,4,P,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spiranthes lanceolata paludicola,[Unnamed] ladies'-tresses,FL;,Orchidaceae,Flowering Plants,Not Listed,4,P,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spiranthes infernalis,Ash Meadows ladies'-tresses,NV;,Orchidaceae,Flowering Plants,Not Listed,8,P,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spiranthes parksii,Navasota ladies'-tresses,TX; U.S.A. (TX),Orchidaceae,Flowering Plants,Endangered,2,P,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Spiranthes diluvialis,Ute ladies'-tresses,"CO, ID, MT, NE, NV, UT, WA, WY; U.S.A. (WY, WA, UT, NV, NE, MT, ID, CO)",Orchidaceae,Flowering Plants,Threatened,"1, 6, 8",P,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
Spiranthes delitescens,Canelo Hills ladies-tresses,AZ; U.S.A. (AZ),Orchidaceae,Flowering Plants,Endangered,2,P,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cypripedium kentuckiense,[Unnamed] lady's-slipper,"AL, AR, KY, LA, MS, OK, TN, TX;",Orchidaceae,Flowering Plants,Not Listed,"2, 4",P,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
Cypripedium californicum,California lady's-slipper,"CA, OR;",Orchidaceae,Flowering Plants,Not Listed,"1, 8",P,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Cypripedium fasciculatum,Clustered lady's-slipper,WA;,Orchidaceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Cypripedium montanum,Mountain lady's-slipper,"AK, CA, MT, OR, WA, WY; Canada (B.C.)",Orchidaceae,Flowering Plants,Not Listed,"1, 6, 7, 8",P,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
Cypripedium arietinum,Ram's-head lady's-slipper,"CT, MA, ME, MI, MN, NH, NY, VT, WI;",Orchidaceae,Flowering Plants,Not Listed,"3, 5",P,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Cypripedium candidum,Small white lady's-slipper,"AL, DE, IA, IL, IN, KY, MD, MI, MN, MO, ND, NE, NJ, NY, OH, PA, SD, WI;",Orchidaceae,Flowering Plants,Not Listed,"3, 4, 5, 6",P,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
Lampsilis virescens,Alabama lampmussel,"AL, TN; U.S.A. (TN, AL)",Unionidae,Clams,Endangered,4,I,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Lampsilis virescens,Alabama lampmussel,"AL; U.S.A. (TN, AL)",Unionidae,Clams,"Experimental Population, Non-Essential",4,I,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Lampsilis haddletoni,Haddleton lampmussel,"AL, FL;",Unionidae,Clams,Not Listed,4,I,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lampsilis cariosa,Yellow lampmussel,NC;,Unionidae,Clams,Not Listed,4,I,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lampetra tridentata ssp.,Goose Lake lamprey,"CA, OR;",Petromyzontidae,Fishes,Not Listed,"1, 8",V,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Lampetra hubbsi,Kern brook lamprey,CA;,Petromyzontidae,Fishes,Not Listed,8,V,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lampetra minima,Miller Lake lamprey,OR; Believed to be extinct,Petromyzontidae,Fishes,Not Listed,1,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
lampetra tridentata,Pacific lamprey,N/A,petromyszontidae,Fishes,Not Listed,N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lampetra tridentata ssp.,Pacific lamprey,"AK, CA, OR, WA;",Petromyzontidae,Fishes,Not Listed,"1, 7, 8",V,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Lampetra ayresii,River lamprey,"AK, CA, OR, WA;",Petromyzontidae,Fishes,Not Listed,"1, 7, 8",V,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Lampetra richardsoni,Western brook lamprey,N/A,Petromyzontidae,Fishes,Not Listed,N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
