Scientific Name,Common Name,CurrentDistribution,Family,Species Group,Federal Listing Status,Regions ofOccurrence,Vertebrate/Invertebrate/Plant,5 in Regions ofOccurrence,AL in CurrentDistribution,AK in CurrentDistribution,AZ in CurrentDistribution,AR in CurrentDistribution,CA in CurrentDistribution,CO in CurrentDistribution,CT in CurrentDistribution,DE in CurrentDistribution,FL in CurrentDistribution,GA in CurrentDistribution,HI in CurrentDistribution,ID in CurrentDistribution,IL in CurrentDistribution,IN in CurrentDistribution,IA in CurrentDistribution,KS in CurrentDistribution,KY in CurrentDistribution,LA in CurrentDistribution,ME in CurrentDistribution,MD in CurrentDistribution,MA in CurrentDistribution,MI in CurrentDistribution,MN in CurrentDistribution,MS in CurrentDistribution,MO in CurrentDistribution,MT in CurrentDistribution,NE in CurrentDistribution,NV in CurrentDistribution,NH in CurrentDistribution,NJ in CurrentDistribution,NM in CurrentDistribution,NY in CurrentDistribution,NC in CurrentDistribution,ND in CurrentDistribution,OH in CurrentDistribution,OK in CurrentDistribution,OR in CurrentDistribution,PA in CurrentDistribution,RI in CurrentDistribution,SC in CurrentDistribution,SD in CurrentDistribution,TN in CurrentDistribution,TX in CurrentDistribution,UT in CurrentDistribution,VT in CurrentDistribution,VA in CurrentDistribution,WA in CurrentDistribution,WV in CurrentDistribution,WI in CurrentDistribution,WY in CurrentDistribution
Kadua coriacea,Kio`ele,HI; U.S.A. (HI),Rubiaceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Phyllostegia racemosa,Kiponapona,HI; U.S.A. (HI),Lamiaceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Elanoides forficatus forficatus,American swallow-tailed kite,"AL, AR, FL, GA, IA, IL, KS, LA, MN, MO, MS, NC, NE, OK, SC, TN, TX, WI; Central America",Accipitridae,Birds,Not Listed,"2, 3, 4, 6",V,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False
Chondrohierax uncinatus wilsonii,Cuba hook-billed kite,West Indies-Cuba,Accipitridae,Birds,Endangered,N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rostrhamus sociabilis plumbeus,Everglade snail kite,"FL; U.S.A. (FL), Cuba",Accipitridae,Birds,Endangered,4,V,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chondrohierax uncinatus mirus,Grenada hook-billed kite,West Indies-Grenada,Accipitridae,Birds,Endangered,N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Elanoides forficatus,Swallow-tailed Kite,N/A,Accipitridae,Birds,Not Listed,N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
elanus caeruleus,White-tailed kite,N/A,accipitridae,Birds,Not Listed,N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Elanus leucurus,White-tailed Kite,N/A,Accipitridae,Birds,Not Listed,N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Synthyris ranunculina,[Unnamed] kittentails,NV;,Scrophulariaceae,Flowering Plants,Not Listed,8,P,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rissa brevirostris,Red-legged kittiwake,AK;,Laridae,Birds,Not Listed,7,V,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Coregonus kiyi,Kiyi,"IL, IN, MI, MN, NY, WI;",Salmonidae,Fishes,Not Listed,"3, 5",V,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Calidris canutus rufa,Red knot,"AL, CT, DE, FL, GA, IL, IN, KS, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TX, VA, WI, WV; The rufa red knot migrates annually between its breeding grounds in the Canadian Arctic and several wintering regions, including the southeast U.S., the northwest Gulf of Mexico, northern Brazil and Tierra del Fuego at the southern tip of South America. 

During both the northbound (spring) and southbound (fall) migrations, groups of a few individuals to thousands of rufa red  knots can be found anywhere along the coastal and inland U.S. migration corridors from Argentina to Canada.  In the spring, key staging and stopover areas include Patagonia, Argentina; eastern and northern Brazil; the southeast U.S.; the Virginia barrier islands; and Delaware Bay. 

In the fall, key migration stopovers include Hudson Bay, James Bay, the St. Lawrence River, the Mingan Archipelago, and the Bay of Fundy in Canada; the Massachusetts and New Jersey coasts; the Altamaha River in Georgia; the Caribbean; and the northern coast of South America from Brazil to Guyana.",Scolopacidae,Birds,Threatened,"2, 3, 4, 5, 6",V,True,True,False,False,False,False,False,True,True,True,True,False,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,False,False,True,False,True,True,False
Calidris canutus ssp. roselaari,red knot,N/A,Scolopacidae,Birds,Not Listed,N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Polygonum striatulum,[Unnamed] knotweed,TX;,Polygonaceae,Flowering Plants,Not Listed,2,P,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Polygonum bidwelliae,Bidwell's knotweed,CA;,Polygonaceae,Flowering Plants,Not Listed,8,P,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Polygonum marinense,Marin knotweed,CA;,Polygonaceae,Flowering Plants,Not Listed,8,P,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Polygonum aviculare ssp. depressum,Monterey knotweed,CA;,Polygonaceae,Flowering Plants,Not Listed,8,P,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Persicaria maculosa,Needles knotweed,"AZ, CA;",Polygonaceae,Flowering Plants,Not Listed,"2, 8",P,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bidens amplectens,Ko`oko`olau,HI; U.S.A. (HI),Asteraceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bidens campylotheca pentamera,Ko`oko`olau,HI;,Asteraceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bidens campylotheca ssp. campylotheca,Ko`oko`olau,HI;,Asteraceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bidens campylotheca waihoiensis,Ko`oko`olau,HI;,Asteraceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bidens cervicata,Ko`oko`olau,HI;,Asteraceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bidens conjuncta,Ko`oko`olau,HI;,Asteraceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bidens degeneri,Ko`oko`olau,HI;,Asteraceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bidens hawaiensis,Ko`oko`olau,HI;,Asteraceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bidens macrocarpa ovatifolia,Ko`oko`olau,HI;,Asteraceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bidens mauiensis,Ko`oko`olau,HI;,Asteraceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bidens menziesii leptodonta,Ko`oko`olau,HI;,Asteraceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bidens micrantha caduca,Ko`oko`olau,HI;,Asteraceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bidens micrantha ctenophylla,Ko`oko`olau,HI;,Asteraceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bidens micrantha kaalana,Ko`oko`olau,HI;,Asteraceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bidens micrantha laciniata,Ko`oko`olau,HI;,Asteraceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bidens micrantha ssp. kalealaha,Ko`oko`olau,HI; U.S.A. (HI),Asteraceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bidens molokaiensis,Ko`oko`olau,HI;,Asteraceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bidens obtusiloba,Ko`oko`olau,HI;,Asteraceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bidens pulchella,Ko`oko`olau,HI;,Asteraceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bidens sandvicensis confusa,Ko`oko`olau,HI;,Asteraceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bidens sandvicensis ssp. sandvicensis,Ko`oko`olau,HI;,Asteraceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bidens sandwicensis setosa,Ko`oko`olau,HI;,Asteraceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bidens wiebkei,Ko`oko`olau,HI; U.S.A. (HI),Asteraceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Abutilon menziesii,Ko`oloa`ula,HI; U.S.A. (HI),Malvaceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Acacia koaia,Koai`e,HI;,Fabaceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Phascolarctos cinereus,Koala,Australia,Phascolarctidae,Mammals,Threatened,N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kanaloa kahoolawensis,Kohe malama malama o kanaloa,HI; U.S.A. (HI),Fabaceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dubautia latifolia,Koholapehu,HI; U.S.A. (HI),Asteraceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Callaeas cinerea,Kokako (wattlebird),New Zealand,Callaeidae,Birds,Endangered,N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cyanea leptostegia,Giant koke`e,HI;,Campanulaceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kokia drynarioides,Koki`o,HI; U.S.A. (HI),Malvaceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kokia kauaiensis,Koki`o,HI; U.S.A. (HI),Malvaceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kokia lanceolata,Koki`o,HI; Believed to be extinct,Malvaceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hibiscus arnottianus ssp. immaculatus,Koki`o ke`oke`o,HI; U.S.A. (HI),Malvaceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hibiscus waimeae ssp. hannerae,Koki`o ke`oke`o,HI; U.S.A. (HI),Malvaceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kokia cookei,Cooke's koki`o,HI; U.S.A. (HI),Malvaceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Myrsine fernseei,Kolea,HI;,Myrsinaceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Myrsine fosbergii,Kolea,HI;,Myrsinaceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Myrsine juddii,Kolea,HI; U.S.A. (HI),Primulaceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Myrsine knudsenii,Kolea,HI; U.S.A. (HI),Primulaceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Myrsine lanaiensis,Kolea,HI;,Myrsinaceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Myrsine linearifolia,Kolea,HI; U.S.A. (HI),Primulaceae,Flowering Plants,Threatened,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Myrsine mezii,Kolea,HI; Believed to be extinct; U.S.A. (HI),Primulaceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Myrsine petiolata,Kolea,HI;,Myrsinaceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Myrsine vaccinioides,Kolea,HI;,Primulaceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Myrsine wawraea,Kolea,HI;,Myrsinaceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kadua cordata remyi,kopa,HI; U.S.A. (HI),Rubiaceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Psychotria grandiflora,Kopiko,HI; U.S.A. (HI),Rubiaceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Psychotria hobdyi,Kopiko,HI; U.S.A. (HI),Rubiaceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bos sauveli,Kouprey,"Vietnam,Thailand,Laos,Cambodia",Bovidae,Mammals,Endangered,N/A,V,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Plantago hawaiensis,Kuahiwi laukahi,HI; U.S.A. (HI),Plantaginaceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Plantago princeps,Kuahiwi laukahi,HI; U.S.A. (HI),Plantaginaceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Schiedea lychnoides,Kuawawaenohu,HI; U.S.A. (HI),Caryophyllaceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Isodendrion pyrifolium,Kula wahine noho,HI; U.S.A. (HI),Violaceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nototrichium humile,Kulu`i,HI; U.S.A. (HI),Amaranthaceae,Flowering Plants,Endangered,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Labordia hedyosmifolia,Bog labordia,HI;,Loganiaceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Labordia hirtella,Mountain Labordia,HI;,Loganiaceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Labordia hirtella,Mountain Labordia,HI;,Loganiaceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Labordia hirtella,Mountain Labordia,HI;,Loganiaceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Labordia hirtella,Mountain Labordia,HI;,Loganiaceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Labordia hirtella,Mountain Labordia,HI;,Loganiaceae,Flowering Plants,Not Listed,1,P,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Acalyptera susanae,[Unnamed] lace bug,AR;,Tingidae,Insects,Not Listed,4,I,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Oliarces clara,Cheese-weed moth lacewing,"AZ, CA;",Ithonidae,Insects,Not Listed,"2, 8",I,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
